question,dedup_answer,answer,answer_long,dataset_name,quality
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does [ Smad7 inhibit collagen expression in human hepatic satellite cells in vitro ]?","Answer is Yes because Smad7 over-expression inhibits Smad2/3 phosphorylation, and decreases the expression of collagen I and alpha-SMA in HSC-T6 cells induced by TGF-beta1 to inhibit the progression of liver fibrosis.",Yes,"Answer is Yes because Smad7 over-expression inhibits Smad2/3 phosphorylation, and decreases the expression of collagen I and alpha-SMA in HSC-T6 cells induced by TGF-beta1 to inhibit the progression of liver fibrosis.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Do how Australian and New Zealand schools of optometry prepare students for culturally competent practice?",Answer is Yes because This study provides some evidence that previous cultural competency-related training is associated with better cultural awareness and sensitivity among optometric students. The variable approaches to cultural competency training reported by the schools of optometry participating in the study suggest that there may be opportunity for further development in all schools to consider best practice training in cultural competency.,Yes,Answer is Yes because This study provides some evidence that previous cultural competency-related training is associated with better cultural awareness and sensitivity among optometric students. The variable approaches to cultural competency training reported by the schools of optometry participating in the study suggest that there may be opportunity for further development in all schools to consider best practice training in cultural competency.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is off hour admission to an intensivist-led ICU associated with increased mortality?",Answer is No because The increased mortality after ICU admission during off hours is explained by a higher illness severity in patients admitted during off hours.,No,Answer is No because The increased mortality after ICU admission during off hours is explained by a higher illness severity in patients admitted during off hours.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does kisspeptin-54 trigger egg maturation in women undergoing in vitro fertilization?",Answer is Yes because This study demonstrates that a single injection of kisspeptin-54 can induce egg maturation in women with subfertility undergoing in vitro fertilization therapy. Subsequent fertilization of eggs matured following kisspeptin-54 administration and transfer of resulting embryos can lead to successful human pregnancy.,Yes,Answer is Yes because This study demonstrates that a single injection of kisspeptin-54 can induce egg maturation in women with subfertility undergoing in vitro fertilization therapy. Subsequent fertilization of eggs matured following kisspeptin-54 administration and transfer of resulting embryos can lead to successful human pregnancy.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Do bone marrow-derived mesenchymal stem cells protect against experimental liver fibrosis in rats?",Answer is Yes because MSCs treatment can protect against experimental liver fibrosis in CCl4-induced or DMN-induced rats and the mechanisms of the anti-fibrosis by MSCs will be studied further.,Yes,Answer is Yes because MSCs treatment can protect against experimental liver fibrosis in CCl4-induced or DMN-induced rats and the mechanisms of the anti-fibrosis by MSCs will be studied further.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is daily physical activity in patients with chronic obstructive pulmonary disease mainly associated with dynamic hyperinflation?","Answer is Yes because Daily physical activity of patients with COPD is mainly associated with dynamic hyperinflation, regardless of severity classification.",Yes,"Answer is Yes because Daily physical activity of patients with COPD is mainly associated with dynamic hyperinflation, regardless of severity classification.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does periodic direct current promote wound closure in an in vitro dynamic model of cell migration?","Answer is No because Contrary to the authors' expectations, they found that periodic DC did not promote wound closure, a finding that emphasizes the need to clarify the complex effects of electrical fields on migrating cells.",No,"Answer is No because Contrary to the authors' expectations, they found that periodic DC did not promote wound closure, a finding that emphasizes the need to clarify the complex effects of electrical fields on migrating cells.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does simvastatin stimulate apoptosis in cholangiocarcinoma by inhibition of Rac1 activity?","Answer is Yes because Collectively, our results demonstrate that simvastatin induces cholangiocarcinoma cancer cell death by disrupting Rac1/lipid raft colocalisation and depression of Rac1 activity.",Yes,"Answer is Yes because Collectively, our results demonstrate that simvastatin induces cholangiocarcinoma cancer cell death by disrupting Rac1/lipid raft colocalisation and depression of Rac1 activity.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Are cell-free urinary microRNA-99a and microRNA-125b diagnostic markers for the non-invasive screening of bladder cancer?","Answer is Yes because The results revealed a unique microRNA expression signature in the urine supernatants of UCB patients for the development of molecular diagnostic tests. An effective cell-free urinary microRNA-based model was developed using a combined index of the levels of microRNA-99a and microRNA-125b to detect UCB with good discriminating power, high sensitivity and high specificity.",Yes,"Answer is Yes because The results revealed a unique microRNA expression signature in the urine supernatants of UCB patients for the development of molecular diagnostic tests. An effective cell-free urinary microRNA-based model was developed using a combined index of the levels of microRNA-99a and microRNA-125b to detect UCB with good discriminating power, high sensitivity and high specificity.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is heavy daily smoking among under 18-year-old psychiatric inpatients associated with increased risk for suicide attempts?","Answer is Yes because Among adolescents with severe psychiatric illnesses, heavy daily smoking may increase the risk of suicidal behaviour independently of current psychiatric diagnosis. The degree of nicotine dependence of an adolescent should therefore be carefully assessed as part of psychiatric evaluation.",Yes,"Answer is Yes because Among adolescents with severe psychiatric illnesses, heavy daily smoking may increase the risk of suicidal behaviour independently of current psychiatric diagnosis. The degree of nicotine dependence of an adolescent should therefore be carefully assessed as part of psychiatric evaluation.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does dNA hypomethylation of Synapsin II CpG islands associate with increased gene expression in bipolar disorder and major depression?","Answer is Yes because These findings contribute to previous work showing dysregulation of Synapsins, particularly SYN2, in mood disorders and improve our understanding of the regulatory mechanisms that precipitate these changes likely leading to the BD or MDD phenotype.",Yes,"Answer is Yes because These findings contribute to previous work showing dysregulation of Synapsins, particularly SYN2, in mood disorders and improve our understanding of the regulatory mechanisms that precipitate these changes likely leading to the BD or MDD phenotype.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does congenital proprotein convertase 1/3 deficiency cause malabsorptive diarrhea and other endocrinopathies in a pediatric cohort?","Answer is Yes because In a study of 13 children with PC1/3 deficiency caused by disruption of PCSK1, failure of enteroendocrine cells to produce functional hormones resulted in generalized malabsorption. These findings indicate that PC1/3 is involved in the processing of one or more enteric hormones that are required for nutrient absorption.",Yes,"Answer is Yes because In a study of 13 children with PC1/3 deficiency caused by disruption of PCSK1, failure of enteroendocrine cells to produce functional hormones resulted in generalized malabsorption. These findings indicate that PC1/3 is involved in the processing of one or more enteric hormones that are required for nutrient absorption.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does breathlessness rating type influence respiratory behavior during hypercapnia in the rebreathing test?",Answer is Yes because The type of breathlessness rating influences respiratory behavior in the RT. The short-interval cued rating seems to be the best option for a standardized application of this test in research on panic disorder.,Yes,Answer is Yes because The type of breathlessness rating influences respiratory behavior in the RT. The short-interval cued rating seems to be the best option for a standardized application of this test in research on panic disorder.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is newborn regional body composition influenced by maternal obesity , gestational weight gain and the birthweight standard score?","Answer is Yes because Infants born to obese mothers had higher fat mass at birth, with abdominal fat accumulation. Low birthweight was associated with a lower crude abdominal fat mass, but a higher proportion of total fat mass placed abdominally.",Yes,"Answer is Yes because Infants born to obese mothers had higher fat mass at birth, with abdominal fat accumulation. Low birthweight was associated with a lower crude abdominal fat mass, but a higher proportion of total fat mass placed abdominally.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Do adaptations in brain reward circuitry underlie palatable food cravings and anxiety induced by high-fat diet withdrawal?","Answer is Yes because Anhedonia, anxiety and sensitivity to stressors develops during the course of HFD and may have a key role in a vicious cycle that perpetuates high-fat feeding and the development of obesity. Removal of HFD enhances stress responses and heightens vulnerability for palatable foods by increasing food-motivated behaviour. Lasting changes in dopamine and plasticity-related signals in reward circuitry may promote negative emotional states, overeating and palatable food relapse.",Yes,"Answer is Yes because Anhedonia, anxiety and sensitivity to stressors develops during the course of HFD and may have a key role in a vicious cycle that perpetuates high-fat feeding and the development of obesity. Removal of HFD enhances stress responses and heightens vulnerability for palatable foods by increasing food-motivated behaviour. Lasting changes in dopamine and plasticity-related signals in reward circuitry may promote negative emotional states, overeating and palatable food relapse.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Do cysteinyl leukotrienes regulate TGF-β ( 1 ) and collagen production by bronchial fibroblasts obtained from asthmatic subjects?",Answer is Yes because Fibroblasts from asthmatic subjects express high level of CysLT1R. LTD(4) regulates procollagen I(α(1)) transcription in fibroblasts derived from asthmatic patients by modulating TGF-β(1) expression. This suggests that CysLTs may play a role in regulating collagen deposition in asthma.,Yes,Answer is Yes because Fibroblasts from asthmatic subjects express high level of CysLT1R. LTD(4) regulates procollagen I(α(1)) transcription in fibroblasts derived from asthmatic patients by modulating TGF-β(1) expression. This suggests that CysLTs may play a role in regulating collagen deposition in asthma.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is b7/CTLA4 pathway essential for generating regulatory cells after intratracheal delivery of alloantigen in mice?","Answer is Yes because Donor splenocytes delivered IT induced hyporesponsiveness and regulatory cells in our animal model, and such induction was dependent on B7-1, B7-2, and CTLA4 signals.",Yes,"Answer is Yes because Donor splenocytes delivered IT induced hyporesponsiveness and regulatory cells in our animal model, and such induction was dependent on B7-1, B7-2, and CTLA4 signals.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Do australian baby boomers talk about the global financial crisis?","Answer is Yes because The GFC called into question boomers' expectations for retirement. While financial markets are showing signs of recovery, the GFC had precipitated a decision to work longer and to draw conservatively on retirement savings that may take many years to recover. The volatility of financial and employment markets underscores the value of the Age pension.",Yes,"Answer is Yes because The GFC called into question boomers' expectations for retirement. While financial markets are showing signs of recovery, the GFC had precipitated a decision to work longer and to draw conservatively on retirement savings that may take many years to recover. The volatility of financial and employment markets underscores the value of the Age pension.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Global Longitudinal Pathway: has medical education curriculum influenced medical students' skills and attitudes toward culturally diverse populations?",Answer is Yes because Clear and distinct differences between the two studied groups were found indicating the root of this increased confidence may have developed due to exposure to the Pathway program.,Yes,Answer is Yes because Clear and distinct differences between the two studied groups were found indicating the root of this increased confidence may have developed due to exposure to the Pathway program.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does overexpression of OLC1 promote tumorigenesis of human esophageal squamous cell carcinoma?",Answer is Yes because Our study provides strong evidence suggesting OLC1 abnormalities may contribute to the development of human ESCC and have some important clinical significance.,Yes,Answer is Yes because Our study provides strong evidence suggesting OLC1 abnormalities may contribute to the development of human ESCC and have some important clinical significance.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does mizoribine suppress the progression of experimental peritoneal fibrosis in a rat model?",Answer is Yes because The administration of mizoribine prevented the progression of peritoneal fibrosis in this rat model. Mizoribine may represent a novel therapy for peritoneal sclerosis in patients undergoing long-term PD.,Yes,Answer is Yes because The administration of mizoribine prevented the progression of peritoneal fibrosis in this rat model. Mizoribine may represent a novel therapy for peritoneal sclerosis in patients undergoing long-term PD.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is humanin , a cytoprotective peptide , expressed in carotid atherosclerotic [ corrected ] plaques in humans?","Answer is Yes because The study demonstrates a higher expression of HN in unstable carotid plaques that is localized to multiple cell types within the plaque. These data support the involvement of HN in atherosclerosis, possibly as an endogenous response to the inflammatory and apoptotic processes within the atheromatous plaque.",Yes,"Answer is Yes because The study demonstrates a higher expression of HN in unstable carotid plaques that is localized to multiple cell types within the plaque. These data support the involvement of HN in atherosclerosis, possibly as an endogenous response to the inflammatory and apoptotic processes within the atheromatous plaque.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does jasmonic acid induce resistance to economically important insect pests in winter wheat?",Answer is Yes because The results indicate that jasmonic acid induced pest resistance in wheat plants and may act as a resistance mechanism of wheat against insect herbivores.,Yes,Answer is Yes because The results indicate that jasmonic acid induced pest resistance in wheat plants and may act as a resistance mechanism of wheat against insect herbivores.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does gene silencing of phogrin unveil its essential role in glucose-responsive pancreatic beta-cell growth?",Answer is Yes because Phogrin is involved in beta-cell growth via regulating stability of IRS2 protein by the molecular interaction with insulin receptor. We propose that phogrin and IA-2 function as an essential regulator of autocrine insulin action in pancreatic beta-cells.,Yes,Answer is Yes because Phogrin is involved in beta-cell growth via regulating stability of IRS2 protein by the molecular interaction with insulin receptor. We propose that phogrin and IA-2 function as an essential regulator of autocrine insulin action in pancreatic beta-cells.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does radiographic response to locoregional therapy in hepatocellular carcinoma predict patient survival times?","Answer is Yes because Radiographic response to LRTs predicts survival time. EASL criteria for response more consistently predicted survival times than WHO criteria. The goal of LRT should be to achieve a radiologic response, rather than to stabilize disease.",Yes,"Answer is Yes because Radiographic response to LRTs predicts survival time. EASL criteria for response more consistently predicted survival times than WHO criteria. The goal of LRT should be to achieve a radiologic response, rather than to stabilize disease.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is the Seminal Plasma of the Boar Rich in Cytokines , with Significant Individual and Intra-Ejaculate Variation?","Answer is Yes because Boar SP is rich in Th1, Th2, Th17 and Th3 cytokines, with lowest concentrations in the sperm-peak-containing fraction, indicating its main immune influence might reside in the larger, protein-rich sperm-poor post-SRF.",Yes,"Answer is Yes because Boar SP is rich in Th1, Th2, Th17 and Th3 cytokines, with lowest concentrations in the sperm-peak-containing fraction, indicating its main immune influence might reside in the larger, protein-rich sperm-poor post-SRF.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is frequency of rib and sternum fractures associated with out-of-hospital cardiopulmonary resuscitation underestimated by conventional chest X-ray?",Answer is Yes because The findings of this study indicate that fractures associated with CPR are underreported in conventional radiographic investigations. No major bleeding complications related to CPR-associated fractures was detected.,Yes,Answer is Yes because The findings of this study indicate that fractures associated with CPR are underreported in conventional radiographic investigations. No major bleeding complications related to CPR-associated fractures was detected.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does conversion of laparoscopic colon resection affect survival in colon cancer?","Answer is No because The results of our study suggest there is no survival difference in patients requiring conversion of laparoscopic resection indicated for colorectal cancer. Further examination of this question is warranted to determine whether laparoscopic resection of colorectal cancer should be offered to all patients, including those at high risk for conversion.",No,"Answer is No because The results of our study suggest there is no survival difference in patients requiring conversion of laparoscopic resection indicated for colorectal cancer. Further examination of this question is warranted to determine whether laparoscopic resection of colorectal cancer should be offered to all patients, including those at high risk for conversion.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does βII-Spectrin ( SPTBN1 ) suppress progression of hepatocellular carcinoma and Wnt signaling by regulation of Wnt inhibitor kallistatin?","Answer is Yes because SPTBN1 expression in human HCC tissues is positively correlated with E-cadherin and kallistatin levels, and decreased SPTBN1 and kallistatin gene expression is associated with decreased relapse-free survival. Our data suggest that loss of SPTBN1 activates Wnt signaling, which promotes acquisition of stem cell-like features, and ultimately contributes to malignant tumor progression.",Yes,"Answer is Yes because SPTBN1 expression in human HCC tissues is positively correlated with E-cadherin and kallistatin levels, and decreased SPTBN1 and kallistatin gene expression is associated with decreased relapse-free survival. Our data suggest that loss of SPTBN1 activates Wnt signaling, which promotes acquisition of stem cell-like features, and ultimately contributes to malignant tumor progression.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does interleukin-1 receptor antagonist mediate toll-like receptor 3-induced inhibition of trophoblast adhesion to endometrial cells in vitro?",Answer is Yes because IL-1RA mediates the TLR 3-induced inhibition of trophoblast cells' adhesion to endometrial cells in vitro.,Yes,Answer is Yes because IL-1RA mediates the TLR 3-induced inhibition of trophoblast cells' adhesion to endometrial cells in vitro.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does s-nitrosoglutathione act as a small molecule modulator of human fibrin clot architecture?","Answer is Yes because Taken together, low dose GSNO modulated fibrin microstructure generating coarse fibrin networks with thicker fibers; however, higher doses of GSNO induced abnormal fibrin structures and fibrin agglomerates. Since GSNO maintained clot void volume, while altering fiber diameter it suggests that GSNO may modulate the remodeling or inhibition of fibrin networks over an optimal concentration range.",Yes,"Answer is Yes because Taken together, low dose GSNO modulated fibrin microstructure generating coarse fibrin networks with thicker fibers; however, higher doses of GSNO induced abnormal fibrin structures and fibrin agglomerates. Since GSNO maintained clot void volume, while altering fiber diameter it suggests that GSNO may modulate the remodeling or inhibition of fibrin networks over an optimal concentration range.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Do reports of envenomation by brown recluse spiders exceed verified specimens of Loxosceles spiders in South Carolina?",Answer is Yes because The number of brown recluse bites reportedly diagnosed in South Carolina greatly outnumbers the verified brown recluse specimens that have been collected in the state. The pattern of bite diagnoses outnumbering verified brown recluse specimens has been reported in other areas outside of this spider's known endemic range.,Yes,Answer is Yes because The number of brown recluse bites reportedly diagnosed in South Carolina greatly outnumbers the verified brown recluse specimens that have been collected in the state. The pattern of bite diagnoses outnumbering verified brown recluse specimens has been reported in other areas outside of this spider's known endemic range.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Are reactive oxygen species required for maintenance and differentiation of primary lung fibroblasts in idiopathic pulmonary fibrosis?","Answer is Yes because Robust expression of α-SMA and type-I collagen, high and uniformly-distributed ROS levels, resistance to oxidative-stress induced cell death and constitutive activation of tyrosine kinase(s) signalling are distinctive features of the IPF phenotype. We suggest that this phenotype can be used as a model to identify the initial trigger of IPF.",Yes,"Answer is Yes because Robust expression of α-SMA and type-I collagen, high and uniformly-distributed ROS levels, resistance to oxidative-stress induced cell death and constitutive activation of tyrosine kinase(s) signalling are distinctive features of the IPF phenotype. We suggest that this phenotype can be used as a model to identify the initial trigger of IPF.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is fracture risk increased in Crohn 's disease , but not in ulcerative colitis?","Answer is Yes because An increased risk of low energy fractures was observed in female patients with Crohn's disease, but not in male patients with Crohn's disease or in patients with ulcerative colitis.",Yes,"Answer is Yes because An increased risk of low energy fractures was observed in female patients with Crohn's disease, but not in male patients with Crohn's disease or in patients with ulcerative colitis.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does elevated CETP activity improve plasma cholesterol efflux capacity from human macrophages in women?","Answer is Yes because CETP leading to the improvement of plasma efflux capacity, as a result of efficient pre-β-high-density lipoprotein formation and ATP-binding cassette transporter A1 efflux, should be preserved to prevent lipid accumulation in human macrophages.",Yes,"Answer is Yes because CETP leading to the improvement of plasma efflux capacity, as a result of efficient pre-β-high-density lipoprotein formation and ATP-binding cassette transporter A1 efflux, should be preserved to prevent lipid accumulation in human macrophages.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Do distinct Transcriptional Changes and Epithelial-Stromal Interactions Are Altered in Early-Stage Colon Cancer Development?",Answer is Yes because Fibroblasts and immune cells in the stromal microenvironment play an important role during the earliest stages of colon carcinogenesis. Mol Cancer Res; 14(9); 795-804. ©2016 AACR.,Yes,Answer is Yes because Fibroblasts and immune cells in the stromal microenvironment play an important role during the earliest stages of colon carcinogenesis. Mol Cancer Res; 14(9); 795-804. ©2016 AACR.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is soluble CD36 ( sCD36 ) clusters with markers of insulin resistance , and high sCD36 associated with increased type 2 diabetes risk?","Answer is Yes because Upper quartile sCD36 is associated with elevated diabetes risk independent of age, gender, and obesity. Baseline sCD36 does not, however, predict diabetes independent of fasting glucose and insulin. sCD36 clusters with important markers of insulin resistance and MetSy that are key predictors of type 2 diabetes.",Yes,"Answer is Yes because Upper quartile sCD36 is associated with elevated diabetes risk independent of age, gender, and obesity. Baseline sCD36 does not, however, predict diabetes independent of fasting glucose and insulin. sCD36 clusters with important markers of insulin resistance and MetSy that are key predictors of type 2 diabetes.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does endogenous endothelin-1 mediate cardiac hypertrophy and switching of myosin heavy chain gene expression in rat ventricular myocardium?","Answer is Yes because These data suggest that blocking the action of endothelin-1 with a receptor antagonist ameliorates cardiac hypertrophy in this model system, and that this action is not mediated by ameliorating hemodynamic changes.",Yes,"Answer is Yes because These data suggest that blocking the action of endothelin-1 with a receptor antagonist ameliorates cardiac hypertrophy in this model system, and that this action is not mediated by ameliorating hemodynamic changes.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does pharmacological inhibition of adipocyte fatty acid binding protein alleviate both acute liver injury and non-alcoholic steatohepatitis in mice?",Answer is Yes because These findings suggest that A-FABP is an important contributor to both LPS-induced acute liver injury and diet-induced NAFLD by potentiating inflammation in Kupffer cells. Pharmacological inhibition of A-FABP may represent a promising modality for obesity-related non-alcoholic steatohepatitis.,Yes,Answer is Yes because These findings suggest that A-FABP is an important contributor to both LPS-induced acute liver injury and diet-induced NAFLD by potentiating inflammation in Kupffer cells. Pharmacological inhibition of A-FABP may represent a promising modality for obesity-related non-alcoholic steatohepatitis.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Are leptin receptor gene polymorphisms associated with adiposity and metabolic alterations in Brazilian individuals?","Answer is Yes because LEPR polymorphisms are associated with obesity, hyperleptinemia, and atherogenic lipid profile, suggesting their potential role for leptin resistance and cardiovascular risk. Moreover, LEPR haplotype 3 confers susceptibility to adiposity and hyperleptinemia in our population.",Yes,"Answer is Yes because LEPR polymorphisms are associated with obesity, hyperleptinemia, and atherogenic lipid profile, suggesting their potential role for leptin resistance and cardiovascular risk. Moreover, LEPR haplotype 3 confers susceptibility to adiposity and hyperleptinemia in our population.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Do deaf children with cochlear implants appear to use sentence context to help recognize spoken words?",Answer is No because The pattern of results suggests that some deaf children with CIs do not use sentence context to improve spoken word recognition. The inability to use sentence context may be due to possible interactions between language experience and cognitive factors that affect the ability to successfully integrate temporal-sequential information in spoken language.,No,Answer is No because The pattern of results suggests that some deaf children with CIs do not use sentence context to improve spoken word recognition. The inability to use sentence context may be due to possible interactions between language experience and cognitive factors that affect the ability to successfully integrate temporal-sequential information in spoken language.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is metabolic syndrome strictly associated with parental obesity beginning from childhood?","Answer is Yes because Parental obesity was strictly associated with MetS in all children and should be considered in clinical practice. In older children, wrong lifestyle and dietary habits were related to parental obesity.",Yes,"Answer is Yes because Parental obesity was strictly associated with MetS in all children and should be considered in clinical practice. In older children, wrong lifestyle and dietary habits were related to parental obesity.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does caspase-1 regulate Escherichia coli sepsis and splenic B cell apoptosis independently of interleukin-1beta and interleukin-18?","Answer is Yes because Taken together, these findings suggest that caspase-1 is important in the host response to sepsis at least in part via its ability to regulate sepsis-induced splenic cell apoptosis.",Yes,"Answer is Yes because Taken together, these findings suggest that caspase-1 is important in the host response to sepsis at least in part via its ability to regulate sepsis-induced splenic cell apoptosis.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is progressive tissue injury in burns reduced by rNAPc2?",Answer is Yes because Anticoagulation with rNAPc2 improved perfusion of the burn wound. The resultant reduction in the area of the burn led to earlier healing and less scar contracture.,Yes,Answer is Yes because Anticoagulation with rNAPc2 improved perfusion of the burn wound. The resultant reduction in the area of the burn led to earlier healing and less scar contracture.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is the severity of histologic liver lesions independent of body mass index in patients with nonalcoholic fatty liver disease?","Answer is Yes because Approximately 1 of 8 NAFLD patients coming to a Greek tertiary liver center has normal BMI. On liver biopsy, normal BMI patients often have nonalcoholic steatohepatitis and histologic liver lesions of similar severity to the overweight or obese patients.",Yes,"Answer is Yes because Approximately 1 of 8 NAFLD patients coming to a Greek tertiary liver center has normal BMI. On liver biopsy, normal BMI patients often have nonalcoholic steatohepatitis and histologic liver lesions of similar severity to the overweight or obese patients.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does oral clonidine change ventilatory response to carbon dioxide in sevoflurane-anesthetized children?",Answer is No because These data suggest that oral clonidine is a suitable premedication for sevoflurane anesthesia under spontaneous breathing conditions in children.,No,Answer is No because These data suggest that oral clonidine is a suitable premedication for sevoflurane anesthesia under spontaneous breathing conditions in children.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does the inhibitory effect of anti-CD33 monoclonal antibodies on AML cell growth correlate with Syk and/or ZAP-70 expression?",Answer is Yes because Syk is an important component in the regulation of proliferation in AML cells. The differential response of AML cells to CD33 ligation is associated with the level of the Syk expression.,Yes,Answer is Yes because Syk is an important component in the regulation of proliferation in AML cells. The differential response of AML cells to CD33 ligation is associated with the level of the Syk expression.,PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Is angiotensinogen polymorphism associated with risk for malignancy but not for oral cancer?","Answer is Yes because This study did not reveal an association of the AGT M235T polymorphism with oral oncogenesis, but certainly suggested a possible association of this specific polymorphism with other types of cancer. The present findings support a previous suggestion that the pathway of oral oncogenesis is probably based on angiotensin-converting enzyme and bradykinin interaction and not on AGT and angiotensin peptides.",Yes,"Answer is Yes because This study did not reveal an association of the AGT M235T polymorphism with oral oncogenesis, but certainly suggested a possible association of this specific polymorphism with other types of cancer. The present findings support a previous suggestion that the pathway of oral oncogenesis is probably based on angiotensin-converting enzyme and bradykinin interaction and not on AGT and angiotensin peptides.",PubMedQA,1
"Answer the following biomedical question by selecting from the options [""Yes"", ""No"", or ""Maybe""]: Does simvastatin treatment in subjects at high cardiovascular risk modulate AT1R expression on circulating monocytes and T lymphocytes?","Answer is Yes because Simvastatin induces down-regulation of the angiotensin II type 1 receptor, interferes with angiotensin II activity in immune cells and contributes to the anti-inflammatory profile of statins that can explain the therapeutic effects of these drugs.",Yes,"Answer is Yes because Simvastatin induces down-regulation of the angiotensin II type 1 receptor, interferes with angiotensin II activity in immune cells and contributes to the anti-inflammatory profile of statins that can explain the therapeutic effects of these drugs.",PubMedQA,1
